

    0.787768641184746238E-98    0.400084176562197968E+03    0.183101811408996573E+01    0.339349150061607374E+00    0.177128410339355469E+01    0.827219361066818260E-01
    0.369273375321748601E-97    0.396990340816043954E+03    0.143944399356842045E+01    0.147337928414344801E-01    0.133505277633666997E+01    0.183186759650707243E+00
    0.364981279763019050E-93    0.378589042392745682E+03    0.139821085929870614E+01    0.199192340373992915E+00    0.977859568595886297E+00    0.555199164152145389E-01
    0.723891201421246015E-93    0.377215452307012356E+03    0.106964375972747794E+01    0.224996947944164277E+00    0.191411788463592525E+01    0.109066501855850220E+00
    0.865603929546055322E-90    0.363038369067153212E+03    0.109483013153076181E+01    0.223743516802787784E+00    0.808224225044250510E+00    0.919198128581047158E-01
    0.773700754987698811E-88    0.354048513235959717E+03    0.101223647594451904E+01    0.650323680043220498E-01    0.125493254661560050E+01    0.472551442384719855E+00
    0.115955154689152758E-86    0.348630136181020475E+03    0.194859786033630367E+01    0.122232765853405007E+00    0.183465976715087886E+01    0.271923329234123212E+00
    0.982360152432375095E-85    0.339747457042492158E+03    0.162256097793579102E+01    0.114814381897449497E+00    0.134602494239807147E+01    0.147621464729309065E-01
    0.251577743220216297E-82    0.328652358354881244E+03    0.136906669139862069E+01    0.487581640481948853E+00    0.175468881130218501E+01    0.836629462242126504E-01
    0.110926924606637033E-80    0.321075778807521260E+03    0.978116130828857511E+00    0.754664158821106018E-01    0.109936292171478267E+01    0.287539158165454889E+00
    0.854984589779956446E-80    0.316987355212543605E+03    0.163607265949249259E+01    0.682067060470581132E-01    0.159263868331909197E+01    0.104055491685867307E+00
    0.828758186911771808E-79    0.312440495076650166E+03    0.124017753601074210E+01    0.268111167252063742E+00    0.122866306304931650E+01    0.156883159279823312E-01
    0.663991920641005326E-78    0.308274641767431604E+03    0.177258894443511972E+01    0.850094929337501526E-01    0.115800037384033194E+01    0.610787624120712261E-01
    0.125820689655484279E-77    0.306992295954002657E+03    0.102387590408325191E+01    0.727590718865394614E-01    0.199606466293334961E+01    0.287993701398372659E+00
    0.331428925305050328E-76    0.300446014592171139E+03    0.100738139152526851E+01    0.708468392491340693E-01    0.147261362075805669E+01    0.322731532156467438E+00
    0.868135496051729467E-76    0.298516145751001829E+03    0.176983191967010489E+01    0.976777833700180065E-01    0.179019367694854736E+01    0.208925395607948317E+00
    0.177220352492894348E-75    0.297084883397592989E+03    0.153819005489349370E+01    0.704101756215095576E-01    0.832679533958435081E+00    0.996569317579269476E-01
    0.548532155801842169E-75    0.294821179366898491E+03    0.884845423698425337E+00    0.984932526946067782E-01    0.166021347045898438E+01    0.207098223865032210E+00
    0.672174082506308849E-75    0.294410636456205793E+03    0.823838901519775457E+00    0.108836928904056551E+00    0.174290139675140376E+01    0.448065322935581212E+00
    0.210776743786954675E-73    0.287515731826897593E+03    0.159077866077423113E+01    0.154630699157714852E+00    0.804484868049621604E+00    0.100314612090587618E+00
    0.510496075206166071E-71    0.276532224530024337E+03    0.183419713973999032E+01    0.159455596208572387E+00    0.185419983863830562E+01    0.167691986858844760E+00
    0.122066690542499287E-70    0.274784685164575080E+03    0.138290917873382568E+01    0.216382666230201720E+00    0.179480650424957267E+01    0.100634615719318393E+00
    0.214660038434763470E-70    0.273651709122707302E+03    0.153042438030242911E+01    0.329963639378547668E-01    0.125510077476501469E+01    0.359529854655265824E+00
    0.416279319834051380E-70    0.272323107289205439E+03    0.196133527755737314E+01    0.138226220309734360E+00    0.178597445487976070E+01    0.293928609192371348E+00
    0.152251237591913795E-68    0.265120415800457806E+03    0.119754428863525386E+01    0.377027127146720847E-01    0.117979500293731698E+01    0.289769919216632865E+00
    0.537614649832694569E-67    0.257988025606407746E+03    0.164114768505096453E+01    0.361986176073551158E+00    0.152507276535034197E+01    0.450839507579803428E-01
    0.715817968533055089E-67    0.257411457883458070E+03    0.124421143531799316E+01    0.303945568203926077E-01    0.158078203201293954E+01    0.362133018970489495E+00
    0.253529154635192647E-66    0.254878181849278405E+03    0.152912783622741699E+01    0.340507885813713038E-01    0.132560245990753178E+01    0.416302499175071727E+00
    0.288785636555058123E-65    0.250008599971249168E+03    0.170019783973693839E+01    0.115973664820194250E+00    0.146895794868469243E+01    0.514762932062148987E-01
    0.773616276005547334E-65    0.248033817346529077E+03    0.199507160186767574E+01    0.137602056860923777E+00    0.115107455253601065E+01    0.115797376632690435E+00
    0.220373199711759907E-64    0.245936154184022314E+03    0.195948104858398442E+01    0.411772025525569907E+00    0.160665919780731192E+01    0.662905788421630920E-01
    0.586288981902428997E-64    0.243975173504584234E+03    0.876218652725219815E+00    0.424236028194427517E+00    0.191496574878692627E+01    0.135654566586017600E+00
    0.103101882719819587E-63    0.242842193637075979E+03    0.110381574630737300E+01    0.373755057454109196E+00    0.196154856681823730E+01    0.145387975871562963E+00
    0.909274433032241987E-63    0.238484335030718313E+03    0.110021758079528809E+01    0.598634508252143815E-01    0.158152232170104989E+01    0.430393545925617238E+00
    0.172252552415194073E-62    0.237202535299269641E+03    0.183218555450439458E+01    0.255470994412899000E+00    0.172982788085937500E+01    0.108306854665279395E+00
    0.191051383839942020E-62    0.236991373920596573E+03    0.121265141963958745E+01    0.431417315602302565E+00    0.198127975463867179E+01    0.151784212887287134E+00
    0.251859401630737949E-62    0.236434716751460627E+03    0.124636821746826176E+01    0.319360679388046229E-01    0.164988617897033696E+01    0.236024681329727176E+00
    0.420303041733952621E-62    0.235406506796929705E+03    0.194840667247772226E+01    0.262918292582035085E+00    0.105310533046722421E+01    0.577537754178047147E-01
