    0.130230231971009314E+01    0.133249807949121690E+01    0.323336211651649885E+00    0.772179686466487464E-01    0.734967641223887913E+00    0.108111855871815621E+01    0.144262856785651650E+01    0.213068442388797052E+02
    0.127902411095754664E+01    0.159566000338472325E+01    0.712114288665431361E-01    0.482164951637728711E+00    0.421957365921124372E+00    0.115868246952981124E+01    0.147223344327036654E+01    0.215054358709639075E+02
    0.127632810862327073E+01    0.142329654376642800E+01    0.731377338992685311E-01    0.303009976985533891E+00    0.285686483736663999E+00    0.111293937542012800E+01    0.143957933113983727E+01    0.220543601263990752E+02
    0.136020848876699008E+01    0.155599978814206352E+01    0.756236745686626327E-01    0.359709167824244558E+00    0.821543336081408948E+00    0.111379717929847777E+01    0.158899019852970413E+01    0.234658529353971517E+02
    0.124513101571757656E+01    0.135067005774909066E+01    0.448395893696797720E+00    0.834259377115712242E-01    0.331090821955226100E+00    0.117712117584275511E+01    0.153344530034863613E+01    0.235655089309281323E+02
    0.137119676446246719E+01    0.173440826641345458E+01    0.464857067169739333E-01    0.917360577951733258E-01    0.768714040663274534E+00    0.107058670843704551E+01    0.153115583434838598E+01    0.236462998893124450E+02
    0.123221777834589541E+01    0.136348782643510735E+01    0.289894116345320030E+00    0.566182030087844582E-01    0.159461652202908144E+00    0.104340465561264484E+01    0.152487689892072065E+01    0.237934465936464790E+02
    0.132678738764414050E+01    0.172896361405456322E+01    0.748975242185462159E-01    0.292798879219102359E+00    0.879665181765041826E+00    0.118155618792450490E+01    0.153891623759973650E+01    0.239173477982519103E+02
    0.138491229133602012E+01    0.192810937390931625E+01    0.101430621101755061E+00    0.356032256762827071E+00    0.883254902585424606E+00    0.109805927998409358E+01    0.151502771703690153E+01    0.240014315832605405E+02
    0.131572584736687448E+01    0.162456291405969289E+01    0.186017809186579314E+00    0.209527061818715860E+00    0.671187205247952057E+00    0.116602835537747795E+01    0.142829419921185252E+01    0.240749766855493021E+02
    0.133414703352129549E+01    0.180115879469486373E+01    0.225283508429899998E-01    0.207237380810203986E+00    0.534558269796002294E+00    0.110736726150920828E+01    0.156569131754817015E+01    0.242138894729096705E+02
    0.136917878919061931E+01    0.137919153220981738E+01    0.827556731950240959E-01    0.814423928522731294E-01    0.851650359148356961E+00    0.117365273011725435E+01    0.158072422937224499E+01    0.242275064869341179E+02
    0.128345293480555744E+01    0.131787060984208804E+01    0.394181663325341491E+00    0.601488438949988047E-01    0.241948180567153087E+00    0.111560260231033226E+01    0.156536208662936138E+01    0.242389521220717370E+02
    0.137879956259150616E+01    0.182994487313288823E+01    0.187973095317443495E+00    0.405262283703960058E+00    0.812246443761559966E+00    0.117377065302146733E+01    0.142778177527933336E+01    0.243700977896417896E+02
    0.133434672347356020E+01    0.184143164474236865E+01    0.146731948311844274E+00    0.444939723135872323E+00    0.864427292318967644E+00    0.109354008868760277E+01    0.141537201557846171E+01    0.245572506551899608E+02
    0.134738957423190198E+01    0.143863141878387601E+01    0.131700313817278036E+00    0.345457561376769473E+00    0.631770719819037763E+00    0.109265225109640296E+01    0.140304370052904170E+01    0.245614276723120781E+02
    0.133580621410325495E+01    0.161377067939397678E+01    0.336909775785400947E-01    0.478545677082486687E+00    0.716937148005732383E+00    0.100314383681258246E+01    0.150533813864674304E+01    0.247074324858751027E+02
    0.134511059077308026E+01    0.141945154068793644E+01    0.269178780077593237E-01    0.906628695073848634E-01    0.451052071905990670E+00    0.105050777059459932E+01    0.162412871712200380E+01    0.247488287392280313E+02
    0.135031726003205454E+01    0.195500121515572411E+01    0.645970507159774193E-01    0.141184904515454013E+00    0.854465874607481912E+00    0.114573012096964422E+01    0.150861656302274327E+01    0.248403280996904243E+02
    0.135802884945019064E+01    0.160874175686664422E+01    0.581802861737197238E-01    0.796456902066372263E-01    0.897814890283786804E+00    0.110304033487153164E+01    0.162969751008023001E+01    0.249771322225478229E+02
    0.134974029398184037E+01    0.155260615779174471E+01    0.948699582790600571E-01    0.376353768363176133E+00    0.946007102760941021E+00    0.114166610223939524E+01    0.155562753351383742E+01    0.251264373636460050E+02
    0.135302528898579766E+01    0.197705310298790415E+01    0.228997963563225236E-01    0.292499200472525811E+00    0.947759631642513645E+00    0.112424746814119669E+01    0.149184811285193542E+01    0.252230296280358175E+02
    0.132489577974142514E+01    0.135160353523420995E+01    0.238947022550777183E+00    0.393740081257509533E-01    0.246601784183071576E+00    0.951093165602694746E+00    0.142413892661884378E+01    0.253062397952633944E+02
    0.137084925665400603E+01    0.159469992818958417E+01    0.151553624829895622E+00    0.282267658320688231E+00    0.876831413384616010E+00    0.111176823106871225E+01    0.144377133168950911E+01    0.253129269849452214E+02
    0.130548424771536187E+01    0.131068128285947827E+01    0.150306686047845778E+00    0.611844803087133668E-01    0.563141477675591862E+00    0.110154216755795087E+01    0.150239729053823012E+01    0.253695829243601452E+02
    0.135825215530605758E+01    0.150594513461102841E+01    0.172230059720052425E+00    0.133046102943396471E+00    0.972975642350486836E+00    0.116984657897900579E+01    0.148894145124052679E+01    0.253741726764687030E+02
    0.125814759144921418E+01    0.135574919111923875E+01    0.145048295075615674E+00    0.106423925483667969E+00    0.510372013987414164E+00    0.115690051994291121E+01    0.149493689427245591E+01    0.255879287301298461E+02
    0.102733609501772194E+01    0.133417813579534039E+01    0.426849404283548173E+00    0.271700021644989548E-01    0.246435834170735946E+00    0.117344436976757360E+01    0.159257716352307099E+01    0.255943625874073177E+02
    0.136991999431510525E+01    0.141399514563141726E+01    0.113102574242517337E+00    0.297588448980761366E+00    0.844072803160077156E+00    0.113046382303802773E+01    0.150795968859612994E+01    0.256478587639864770E+02
    0.130169397711454859E+01    0.142101136258400196E+01    0.899609115733842890E-01    0.142870295632506722E+00    0.815366077385987320E+00    0.110031482205232956E+01    0.149737112616256351E+01    0.256534833823472752E+02
    0.133339056900402841E+01    0.134808595751858840E+01    0.730575045828011638E-01    0.174227621908693037E+00    0.720687586457622098E+00    0.103548174757394063E+01    0.146600817300915698E+01    0.256888389229191887E+02
    0.133198295467046890E+01    0.175003954418883501E+01    0.257622582086649947E-01    0.354991126928922041E+00    0.442924743507449314E+00    0.106799037921535689E+01    0.140332000017648806E+01    0.257359104372396814E+02
    0.818284176473453528E+00    0.134759531122821441E+01    0.482898448343765663E+00    0.853643145636351908E-01    0.320377958549016517E+00    0.113002057445137449E+01    0.141566052342186688E+01    0.257709471791928593E+02
    0.129406107458448294E+01    0.132574952416021619E+01    0.196106619746578059E+00    0.332744884004372160E-01    0.160161361789539991E+00    0.110632689262487593E+01    0.158547949550675549E+01    0.257898524808957461E+02
    0.132731044607840487E+01    0.192532008057839565E+01    0.993292628767614844E-01    0.355403472480233462E+00    0.995354335427685366E+00    0.115316145622762245E+01    0.152254044762702456E+01    0.258264831909960151E+02
    0.125365826894468047E+01    0.135433060683604434E+01    0.188647524972779979E+00    0.117450821383975456E-01    0.645691090961562630E+00    0.116892041950347392E+01    0.158283935951789512E+01    0.258474213751700290E+02
    0.129004337396771596E+01    0.150117439273301256E+01    0.113446123882815525E+00    0.322434142207337460E+00    0.610219098304048524E+00    0.116847813181055571E+01    0.145008472080663964E+01    0.259861117208180303E+02
    0.130471321171559040E+01    0.156573143418152005E+01    0.214901550280164784E-01    0.165075337354550794E+00    0.778345740737850011E+00    0.112704032654087372E+01    0.150818038323524872E+01    0.260094056141604710E+02
    0.135210674685236754E+01    0.168048601229263572E+01    0.624678482515133790E-01    0.387571645051852876E+00    0.358126945783413864E+00    0.115062461220263312E+01    0.140199179696418263E+01    0.260356891320576267E+02
    0.135343715036996848E+01    0.143654674329824705E+01    0.220327240206144304E+00    0.706245306644382870E-01    0.775553972704004835E+00    0.117210679598100942E+01    0.141899259303790615E+01    0.261871398864423099E+02
    0.111564111071481165E+01    0.136210226119372835E+01    0.224212393736887838E+00    0.173725521171744973E+00    0.141174743642303369E+00    0.114692467484713689E+01    0.141268840413929775E+01    0.262747923270358399E+02
    0.131898072312954162E+01    0.159693782648483351E+01    0.141040444884091398E+00    0.310081680850657349E+00    0.943913165072000626E+00    0.115352174134461727E+01    0.147357813199523613E+01    0.262798934035317870E+02
    0.936845999174708455E+00    0.135365288183654964E+01    0.239117748985815864E+00    0.875663814731708900E-01    0.828938970606293568E-01    0.108033128866346440E+01    0.142733060303858217E+01    0.262859245706179365E+02
    0.129821380513304896E+01    0.156508681313038567E+01    0.627353447480771265E-01    0.445821977499144095E+00    0.899442534198970245E+00    0.111850818905770666E+01    0.145045774575619224E+01    0.262963718354855303E+02
    0.138014088814966485E+01    0.166071854295003996E+01    0.127517654641028877E+00    0.121226061798868759E+00    0.732706291388248165E+00    0.112947178031125972E+01    0.141500857540279146E+01    0.262978985827954261E+02
    0.137717248633089717E+01    0.157124756630145535E+01    0.136136399142750553E+00    0.309787951799622985E+00    0.846111194780867382E+00    0.116439054722040414E+01    0.148299505868986037E+01    0.263546090085333446E+02
    0.118419804261046369E+01    0.141379760233185947E+01    0.352574221871529647E+00    0.125768890685731799E+00    0.515001297738272856E-01    0.113404139442666274E+01    0.146538834981473931E+01    0.263632619140144300E+02
    0.132229129399616552E+01    0.142248610923916519E+01    0.411631222133275534E-01    0.121429014030921212E+00    0.774372453769530972E-02    0.106578257213963523E+01    0.140347826723803748E+01    0.263921791017210410E+02
    0.143718585186125214E+01    0.178694425327214867E+01    0.110643468474694334E+00    0.996685825150843696E-01    0.955368297136164002E+00    0.118177092850084819E+01    0.139667473099326278E+01    0.264838877205966128E+02
    0.132016178622188862E+01    0.147882480751395295E+01    0.727760526763076704E-01    0.202015910153950512E+00    0.472710970761245908E+00    0.112464772032768900E+01    0.149873542301312845E+01    0.264981603252655873E+02
    0.134333996972483605E+01    0.152842329791418563E+01    0.109311267787076061E+00    0.374677220011426559E+00    0.855211323579248783E+00    0.115158314490652836E+01    0.149965833171193208E+01    0.265688825823814625E+02
    0.137801770135701984E+01    0.139411887709102378E+01    0.163719043656900098E+00    0.573273860703894383E-01    0.465985899457304731E+00    0.110339999266328426E+01    0.147327730877903562E+01    0.265925235675799740E+02
    0.135974510474423393E+01    0.155740497035120162E+01    0.927332954432180528E-01    0.269202646757963682E+00    0.973604670945098505E+00    0.103992185221908606E+01    0.141194275128380764E+01    0.266835140410331917E+02
    0.117029364452194318E+01    0.134675541447041192E+01    0.325150320420443228E+00    0.129307527537396300E+00    0.243716587242092775E+00    0.115899582658255573E+01    0.145210020025945030E+01    0.266865425635283771E+02
    0.133782084616467789E+01    0.178567837477901614E+01    0.274766741739612755E-01    0.117458445033299108E+00    0.918889645938629873E+00    0.111240624216029982E+01    0.150865389688076634E+01    0.266905982426687842E+02
    0.101920782704990609E+01    0.131223544684291094E+01    0.434719983888632644E+00    0.188299535998231238E+00    0.384076212804922643E-01    0.116509486868778112E+01    0.140488974962798641E+01    0.267268628299529496E+02
    0.128985336761866520E+01    0.175047644989195073E+01    0.838902053734192216E-01    0.108898984620395739E+00    0.823952798502728623E+00    0.116014035159755924E+01    0.146023865115731644E+01    0.267352629355644069E+02
    0.132749214264819271E+01    0.142906348800438554E+01    0.183592614071397923E-01    0.799694097507669677E-01    0.886757424254166371E+00    0.116801568355879537E+01    0.165005165473266735E+01    0.267536996434791661E+02
    0.140217802481105291E+01    0.140778501653137345E+01    0.148513728590664862E+00    0.145390810402306336E+00    0.875710485058178500E+00    0.114945981301050959E+01    0.146422216735614286E+01    0.267672963826969976E+02
    0.130275465578310712E+01    0.176373694697862815E+01    0.722715347272980535E-01    0.169117191604850364E+00    0.733570183795544839E+00    0.114519252849893549E+01    0.147221841725547709E+01    0.267680085047588250E+02
